p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	Sample
1.18668183662414e-23	0.870746668433658	0.534	0.026	1.79295758695541e-19	5	ANXA7	B1
1.70250543731024e-23	0.772366217696133	0.583	0.042	2.57231546523204e-19	5	DUSP1	B1
2.51230359189248e-23	0.870418339153568	0.592	0.047	3.79583949699035e-19	5	SARAF	B1
2.76004130158316e-23	0.801424383591959	0.612	0.052	4.17014640256199e-19	5	MOB1A	B1
2.89709128491731e-23	1.43266120973856	0.845	0.198	4.37721522238156e-19	5	JUND	B1
3.07641890860305e-23	0.664632459745307	0.524	0.026	4.64816132900835e-19	5	PAPOLA	B1
3.32137208485019e-23	0.887163190756535	0.495	0.016	5.01826108300016e-19	5	MMADHC	B1
3.39483292711592e-23	0.545480270692781	0.66	0.068	5.12925306957945e-19	5	PACSIN2	B1
3.3960437749914e-23	0.969062720701458	0.67	0.073	5.13108253963451e-19	5	HNRNPM	B1
4.60116233342622e-23	0.740724955799179	0.612	0.052	6.95189616957367e-19	5	HSPA4	B1
4.78465597493842e-23	0.7592120212203	0.65	0.068	7.22913671253446e-19	5	DUT	B1
5.01512325776992e-23	1.02176982372123	0.68	0.078	7.57734973016458e-19	5	COMMD6	B1
5.3976412294611e-23	0.997560766161202	0.796	0.125	8.15529613359277e-19	5	LSR	B1
5.42952469056587e-23	0.423835370567319	0.67	0.073	8.20346885497598e-19	5	SPCS3	B1
6.30534342319118e-23	0.876248822209235	0.505	0.021	9.52674337809956e-19	5	TPD52	B1
7.22580581133059e-23	1.28699360628346	0.757	0.115	1.09174700003394e-18	5	NPC2	B1
7.98821474405432e-23	0.893058625124352	0.728	0.099	1.20693936567917e-18	5	ARPC3	B1
8.14794528081427e-23	1.31951383851138	0.738	0.109	1.23107305247823e-18	5	ATP5A1	B1
1.03363399099886e-22	0.933816865548381	0.728	0.099	1.56171759700018e-18	5	SURF4	B1
1.27683021184225e-22	1.328148689855	0.816	0.167	1.92916276707245e-18	5	PTMA	B1
1.32448844255732e-22	1.18173075034278	0.748	0.12	2.00116958785986e-18	5	S100A10	B1
1.87714115445256e-22	0.736589868680913	0.583	0.047	2.83617257026238e-18	5	MED1	B1
1.92840639943368e-22	0.528715236305421	0.476	0.016	2.91362922890434e-18	5	IARS2	B1
2.02162145938371e-22	0.490000086608317	0.621	0.062	3.05446786298285e-18	5	AHCYL1	B1
2.30423865483274e-22	0.810828416197821	0.495	0.021	3.48147418358679e-18	5	MCCC2	B1
2.84407679872558e-22	0.790265537648792	0.563	0.042	4.29711563519448e-18	5	TSPAN13	B1
2.84916847932586e-22	0.603545423663651	0.583	0.047	4.30480865541345e-18	5	ARHGAP35	B1
2.86823489279577e-22	0.746673442493609	0.641	0.068	4.33361609952513e-18	5	CBX3	B1
2.91439882418992e-22	1.2791324505464	0.835	0.182	4.40336518346854e-18	5	HNRNPA2B1	B1
3.08622526053387e-22	0.785427034889792	0.592	0.052	4.66297774614063e-18	5	EFNA1	B1
3.17399602274708e-22	0.609775737449442	0.592	0.052	4.79559059076857e-18	5	ANKRD10	B1
3.87412664314243e-22	0.606408670549784	0.67	0.078	5.8534179451239e-18	5	RBM8A	B1
3.90569117988444e-22	0.67777087965231	0.612	0.057	5.9011088036874e-18	5	GNS	B1
3.94247551876236e-22	0.5814826238692	0.495	0.021	5.95668626129805e-18	5	PURB	B1
5.18603160921387e-22	0.620305104985841	0.65	0.073	7.83557515836124e-18	5	CCT6A	B1
5.53742885487472e-22	0.421779315049995	0.66	0.078	8.36650125683022e-18	5	HOOK2	B1
5.55356916321093e-22	0.532211496453399	0.583	0.052	8.39088764869539e-18	5	SLC38A1	B1
5.64244437976796e-22	0.704656453486818	0.524	0.031	8.52516921339141e-18	5	ADGRG1	B1
7.76644877405215e-22	0.705824880457919	0.563	0.047	1.17343274527154e-17	5	HNRNPA3	B1
8.28785389927126e-22	1.7094344159965	0.951	0.5	1.2522118456409e-17	5	SCGB2A2	B1
9.29149392086114e-22	0.705521050549361	0.505	0.026	1.40385181650291e-17	5	TCP1	B1
1.42512560836578e-21	0.689092743940741	0.621	0.068	2.15322228167986e-17	5	DDX56	B1
1.52942603017311e-21	0.669819904686279	0.612	0.062	2.31080978898856e-17	5	TAP2	B1
1.83270438039145e-21	0.786746716009801	0.447	0.01	2.76903304833344e-17	5	OCIAD1	B1
2.24401192800134e-21	0.65193712756785	0.544	0.042	3.39047762201722e-17	5	JOSD1	B1
2.24468761354463e-21	0.571003262737382	0.602	0.062	3.39149851530458e-17	5	ATP5J	B1
2.42167062934613e-21	0.584902128415535	0.544	0.042	3.65890215387907e-17	5	KIAA0040	B1
2.6152391857801e-21	0.75616614704141	0.573	0.052	3.95136488579516e-17	5	SMG7	B1
2.63667784296194e-21	0.59894925953819	0.515	0.031	3.98375655293119e-17	5	HNRNPH3	B1
2.72212403316629e-21	0.727807083606585	0.592	0.057	4.11285720171095e-17	5	CDC42SE1	B1
2.84974243219152e-21	0.780693502048754	0.505	0.031	4.30567584079817e-17	5	HADHB	B1
3.11893871117646e-21	0.845049479511703	0.553	0.047	4.71240449871651e-17	5	AREG	B1
3.25080107523749e-21	0.69065642395283	0.631	0.073	4.91163534457633e-17	5	DSTN	B1
3.40944855558323e-21	0.918325563208885	0.544	0.042	5.1513358226307e-17	5	PSMB2	B1
3.40944855558323e-21	0.533811180276824	0.544	0.042	5.1513358226307e-17	5	PIAS3	B1
3.41025168587843e-21	0.72467255551391	0.718	0.104	5.15254927219373e-17	5	VPS52	B1
3.68064192034825e-21	0.673202150963882	0.524	0.036	5.56108187745417e-17	5	SEC61B	B1
3.75586473104365e-21	0.783719318796717	0.505	0.031	5.67473602213386e-17	5	EHMT1	B1
3.97941701690846e-21	0.938532971932566	0.553	0.047	6.01250117084698e-17	5	NDUFAB1	B1
4.11023166066983e-21	0.517049041953645	0.456	0.016	6.21014901610604e-17	5	PAPD7	B1
5.2748101022761e-21	0.885292093114092	0.612	0.068	7.96971058352897e-17	5	NONO	B1
5.66186012888248e-21	0.480202325974764	0.612	0.068	8.55450446872853e-17	5	SRSF6	B1
5.98130319468502e-21	0.732519149747603	0.456	0.016	9.0371509968496e-17	5	MSMB	B1
5.98130319468502e-21	0.513162074566695	0.456	0.016	9.0371509968496e-17	5	VPS26A	B1
6.04429657561929e-21	0.472964072027139	0.583	0.057	9.13232769610318e-17	5	HSPA9	B1
6.34627757052015e-21	0.337906924330614	0.553	0.047	9.5885907812989e-17	5	UCKL1	B1
6.47982203997884e-21	0.6722254307404	0.437	0.01	9.79036312020403e-17	5	UGCG	B1
6.90764774970844e-21	0.632372511235419	0.437	0.01	1.04367649850345e-16	5	FEN1	B1
6.92234074172138e-21	0.462747236443731	0.534	0.042	1.04589646266668e-16	5	LDLRAP1	B1
6.97928030894851e-21	0.803099587479289	0.728	0.115	1.05449946187903e-16	5	ITM2B	B1
7.10647437013404e-21	0.623544393128561	0.718	0.109	1.07371721258355e-16	5	HNRNPAB	B1
7.34767950757588e-21	0.322390082244379	0.641	0.078	1.11016089679964e-16	5	ADD1	B1
7.38680575933749e-21	0.818748725889753	0.621	0.073	1.1160724821783e-16	5	ALCAM	B1
7.3869330090566e-21	0.514278649435617	0.621	0.073	1.11609170833836e-16	5	SRSF3	B1
7.41372019163043e-21	1.21794172241718	0.971	0.526	1.12013898375344e-16	5	TPT1	B1
7.68923028531232e-21	0.917588789861222	0.806	0.146	1.16176580380784e-16	5	ATP6V1C2	B1
7.71187177854594e-21	0.797107212612567	0.602	0.068	1.16518670702051e-16	5	HEBP2	B1
8.14896272229202e-21	0.443476859613591	0.67	0.089	1.2312267777111e-16	5	KHDRBS1	B1
9.05168840469571e-21	0.691151207366501	0.495	0.031	1.36761960106547e-16	5	ATP5C1	B1
1.03500788936039e-20	0.82307140633431	0.592	0.062	1.56379342003461e-16	5	LGMN	B1
1.03951146684104e-20	0.535454263750295	0.583	0.057	1.57059787525012e-16	5	OGT	B1
1.05751657505401e-20	0.706036236367828	0.485	0.026	1.5978017932491e-16	5	OSTC	B1
1.14301456793888e-20	1.11621372928133	0.689	0.104	1.72698071069885e-16	5	SCGB1D2	B1
1.20352863461442e-20	0.616290694352493	0.621	0.073	1.81841141403892e-16	5	VAPA	B1
1.21463180880426e-20	0.596443523668051	0.495	0.031	1.83518719992235e-16	5	TMED7	B1
1.30472986759587e-20	0.346627254911453	0.592	0.062	1.9713163569506e-16	5	CWC25	B1
1.38980184654012e-20	0.603599241676889	0.612	0.068	2.09985160993746e-16	5	HNRNPF	B1
1.42032824811628e-20	0.874385692731476	0.495	0.031	2.14597395007889e-16	5	EBNA1BP2	B1
1.46124496574448e-20	0.658592771196886	0.573	0.057	2.20779501874334e-16	5	CD164	B1
1.48025315900438e-20	0.753498734910934	0.524	0.042	2.23651449793971e-16	5	PLPP5	B1
1.53676990557057e-20	0.77545951866579	0.563	0.052	2.32190565032657e-16	5	NDRG1	B1
1.58958026776225e-20	0.969445925268622	0.66	0.089	2.40169682656198e-16	5	ICAM1	B1
2.03315478490112e-20	0.701613855175431	0.631	0.078	3.0718935645071e-16	5	REPIN1	B1
2.14929985354758e-20	0.927662512137922	0.553	0.052	3.24737714872503e-16	5	TMSB4X	B1
2.19755162983738e-20	0.530471494334934	0.544	0.047	3.3202807575213e-16	5	NDUFC2	B1
2.21920496278202e-20	0.742848457790151	0.602	0.068	3.35299677826736e-16	5	ANXA5	B1
2.22925310265417e-20	0.839483080574744	0.553	0.052	3.36817851280019e-16	5	FAM111A	B1
2.26627426837239e-20	0.543736883785517	0.515	0.036	3.42411379208385e-16	5	LDHA	B1
2.49856751701481e-20	0.590526153398595	0.495	0.031	3.77508566145768e-16	5	IFNGR2	B1
2.52252412191784e-20	1.12541503231584	0.631	0.083	3.81128169580566e-16	5	H2AFZ	B1
2.54754566144946e-20	0.633396242197164	0.495	0.031	3.84908673988398e-16	5	TMPO	B1
2.64085379481264e-20	0.968230228701813	0.689	0.104	3.99006599858242e-16	5	STMN1	B1
2.6920763661451e-20	0.620676761798052	0.544	0.047	4.06745818160862e-16	5	MCF2L	B1
3.19242469815217e-20	0.761684515575696	0.65	0.089	4.82343447643811e-16	5	TMEM106C	B1
3.3335362857791e-20	0.818652461870383	0.485	0.031	5.03663997418364e-16	5	GBP3	B1
3.40077116833327e-20	1.30806995491768	0.951	0.484	5.13822515823473e-16	5	ACTG1	B1
3.41258916271181e-20	0.662464616459551	0.709	0.104	5.15608096594127e-16	5	SLC25A5	B1
3.53055625720301e-20	0.648077778340703	0.456	0.021	5.33431744900803e-16	5	PLGRKT	B1
3.80412709937249e-20	0.502027511936523	0.641	0.083	5.74765563444189e-16	5	DAZAP2	B1
3.81402935685607e-20	0.746953915993777	0.757	0.13	5.76261695527383e-16	5	PTP4A2	B1
4.06390830602565e-20	0.473359062449803	0.553	0.052	6.14015905957415e-16	5	CDKN1B	B1
4.64886237939539e-20	0.829931183926471	0.67	0.099	7.02396616902849e-16	5	CXCL10	B1
4.72936262043588e-20	0.631045281571101	0.67	0.094	7.14559398321658e-16	5	MYL12A	B1
4.87860522898585e-20	0.504729298143744	0.612	0.073	7.37108464047473e-16	5	DDR1	B1
5.1170821248809e-20	0.706680454861742	0.563	0.057	7.73139938248255e-16	5	ILF2	B1
5.21692425153215e-20	0.474888783260696	0.583	0.062	7.88225085163992e-16	5	TRIM59	B1
5.50830744032916e-20	0.754868903309566	0.641	0.083	8.32250171159332e-16	5	MAGED1	B1
5.53450490468622e-20	0.589681183186644	0.515	0.042	8.36208346049041e-16	5	KIFC2	B1
5.9549260518744e-20	0.369738266533553	0.67	0.094	8.99729777177704e-16	5	DDX23	B1
6.04416818886103e-20	0.454937037418884	0.534	0.047	9.13213371655012e-16	5	DUSP4	B1
6.16542965626051e-20	0.537052295330844	0.583	0.062	9.315347667644e-16	5	APEX1	B1
6.44855708515556e-20	0.94329836064927	0.66	0.094	9.74312489996153e-16	5	ITGAV	B1
6.9946093426173e-20	0.652848078557226	0.612	0.073	1.05681552557605e-15	5	TMED10	B1
7.00009641875288e-20	0.589890706148956	0.534	0.047	1.05764456790937e-15	5	SMAP2	B1
7.10892306074026e-20	0.655695337250818	0.65	0.089	1.07408718524725e-15	5	EIF4EBP2	B1
7.44397709925605e-20	0.380919344020109	0.563	0.057	1.1247104999266e-15	5	PSMD12	B1
7.98966080353776e-20	0.74900762708896	0.398	0.005	1.20715785080652e-15	5	MTPN	B1
8.00029378947782e-20	0.281545736857362	0.466	0.026	1.2087643886522e-15	5	PRDX3	B1
8.06622982965886e-20	0.707226035241516	0.417	0.01	1.21872666496316e-15	5	EIF4B	B1
8.61507697169789e-20	0.994001257514954	0.757	0.146	1.30165197965383e-15	5	EIF1	B1
8.71471646779327e-20	0.504559188157338	0.398	0.005	1.31670651111889e-15	5	TMEM167A	B1
8.73571166757104e-20	0.48659835547319	0.612	0.073	1.31987867585331e-15	5	HAGHL	B1
8.81340104278143e-20	0.66252467916275	0.728	0.12	1.33161676355385e-15	5	HERPUD1	B1
8.96610475306459e-20	0.681052122073114	0.495	0.036	1.35468876714053e-15	5	DAP	B1
9.33648695983813e-20	0.582443659440364	0.515	0.042	1.41064981476194e-15	5	ACTR1B	B1
9.65515299514157e-20	0.638433157119551	0.631	0.083	1.45879706603594e-15	5	POMP	B1
1.04578902746848e-19	0.796382463945361	0.738	0.125	1.58008264160213e-15	5	SKP1	B1
1.04690144246586e-19	0.340680300893161	0.534	0.047	1.58176338942166e-15	5	SETD6	B1
1.0965262145645e-19	0.561323427882377	0.573	0.062	1.65674145758551e-15	5	B4GALT1	B1
1.2680257745863e-19	0.567683769418112	0.563	0.057	1.91586014282244e-15	5	RNF114	B1
1.33715336142914e-19	0.581549930051014	0.563	0.057	2.02030501378328e-15	5	PPP6R3	B1
1.48394973870137e-19	0.603897290402313	0.602	0.073	2.2420996602039e-15	5	COPA	B1
1.48420670301234e-19	0.352542004392238	0.553	0.057	2.24248790758134e-15	5	VAV2	B1
1.54267769764761e-19	0.388152193620611	0.709	0.115	2.33083173337577e-15	5	SERP1	B1
1.56258179673507e-19	0.62374522973446	0.524	0.047	2.36090483668702e-15	5	BAMBI	B1
1.56261120086376e-19	0.487801350752229	0.524	0.047	2.36094926338505e-15	5	ITPK1	B1
1.57426667585991e-19	0.956247834352399	0.825	0.193	2.37855952055674e-15	5	MT2A	B1
1.63994423882228e-19	0.657414744654982	0.573	0.062	2.47779175043659e-15	5	TMEM123	B1
1.69725267689674e-19	1.074519083311	0.806	0.161	2.56437906952328e-15	5	CD46	B1
1.70651251898977e-19	0.573338133255797	0.495	0.036	2.57836976494164e-15	5	RALGAPB	B1
1.83027787111294e-19	0.67239075721887	0.612	0.078	2.76536683546454e-15	5	GCN1	B1
1.84170540740556e-19	0.586937663658661	0.524	0.047	2.78263270004906e-15	5	DENND4B	B1
1.91012215790549e-19	0.352646050794698	0.524	0.047	2.88600356837941e-15	5	SAR1A	B1
2.11789059148786e-19	0.812134440668575	0.592	0.073	3.19992089467901e-15	5	ATP5L	B1
2.14382021084672e-19	1.16702890365061	0.816	0.193	3.23909795656831e-15	5	COX7C	B1
2.16571338549792e-19	0.809532209752456	0.621	0.083	3.2721763541488e-15	5	SCD	B1
2.23729514802728e-19	0.787323253029966	0.738	0.13	3.38032923915442e-15	5	C14orf2	B1
2.25126268453675e-19	0.712358860481315	0.476	0.031	3.40143279006657e-15	5	UTP18	B1
2.36194592942676e-19	0.468170262848261	0.641	0.089	3.5686641047709e-15	5	ARF1	B1
2.3766382428715e-19	0.447948098377657	0.524	0.047	3.59086272115455e-15	5	WIPI1	B1
2.40609739640916e-19	0.698204652985595	0.748	0.13	3.6353725562346e-15	5	HNRNPUL1	B1
2.53719823783258e-19	0.384215818402036	0.631	0.083	3.83345281754125e-15	5	PPP1CB	B1
2.70218473520981e-19	0.443857865412308	0.505	0.042	4.08273091642851e-15	5	YWHAG	B1
3.21973781608814e-19	0.655985082133692	0.748	0.13	4.86470186632758e-15	5	HSP90AB1	B1
3.46846756402506e-19	0.396792792508702	0.592	0.073	5.24050764248547e-15	5	TM9SF3	B1
3.59093264245325e-19	0.573532634628014	0.553	0.057	5.42554012948261e-15	5	SRGN	B1
3.62490739130159e-19	0.651847708146387	0.621	0.083	5.47687257751757e-15	5	DNAJA1	B1
3.68045011292473e-19	0.618836702434066	0.592	0.073	5.56079207561797e-15	5	TNFAIP2	B1
3.93653113163092e-19	0.900665812935332	0.563	0.062	5.94770488678116e-15	5	CLSTN2	B1
4.26220167223857e-19	0.775935783332109	0.786	0.151	6.43976050658526e-15	5	NACA	B1
4.31654407605106e-19	0.773958874297026	0.515	0.047	6.52186644450555e-15	5	UQCRH	B1
4.38825591192165e-19	0.564132873848407	0.417	0.016	6.63021585732241e-15	5	CYB5A	B1
4.54772794553951e-19	0.490821863494263	0.592	0.073	6.87116215291565e-15	5	HP1BP3	B1
4.76151941641226e-19	0.564772582473022	0.534	0.052	7.19417968625729e-15	5	RBM5	B1
4.80156804464037e-19	0.639939941486279	0.621	0.083	7.25468915864714e-15	5	CCT4	B1
4.85547301445529e-19	0.461639728660525	0.718	0.12	7.33613417754049e-15	5	PPP5C	B1
5.04323503847924e-19	0.709251731143862	0.485	0.036	7.61982381963829e-15	5	G3BP2	B1
5.15137296637025e-19	0.5550817804196	0.505	0.042	7.78320941488881e-15	5	ZNF692	B1
5.15618878254367e-19	1.04135143335437	0.65	0.104	7.79048563154523e-15	5	CXCL9	B1
5.36298411318812e-19	0.925476281652156	0.738	0.13	8.10293269661592e-15	5	UBE2D3	B1
5.79835026216744e-19	0.616874706640427	0.641	0.094	8.76072741110878e-15	5	NDUFB1	B1
5.8579843784212e-19	0.594692654232302	0.592	0.073	8.8508285973566e-15	5	ARHGAP23	B1
5.87445541663383e-19	0.462485369360178	0.437	0.021	8.87571468899205e-15	5	NAT1	B1
5.8874646435692e-19	0.8241642082303	0.495	0.042	8.89537032996871e-15	5	TXNDC17	B1
6.56000767839275e-19	0.643142305324758	0.65	0.094	9.91151560128361e-15	5	LAP3	B1
7.02824496228036e-19	0.541590363628577	0.447	0.026	1.06189753135094e-14	5	PPP3CB	B1
7.07595649163328e-19	1.30281836370924	0.777	0.177	1.06910626632087e-14	5	LYZ	B1
7.16531031497623e-19	0.466942075780848	0.417	0.016	1.08260673548976e-14	5	ADAM9	B1
7.32644931342416e-19	0.96001544335572	0.602	0.083	1.10695322676526e-14	5	SLIRP	B1
7.43124629052599e-19	0.381378305953478	0.515	0.047	1.12278700203557e-14	5	HNRNPC	B1
7.5117192233618e-19	0.87207523043257	0.777	0.151	1.13494565745773e-14	5	NCL	B1
7.52230976202988e-19	0.490621919555277	0.573	0.068	1.13654578194509e-14	5	TMEM59	B1
7.59645248015953e-19	0.321213838643519	0.563	0.062	1.1477480052273e-14	5	STAU1	B1
7.72846187199568e-19	0.533352657560463	0.563	0.062	1.16769330423983e-14	5	GMDS	B1
7.75035495386061e-19	0.378164661398852	0.66	0.099	1.1710011299788e-14	5	CALM1	B1
7.76146404487831e-19	0.447999629632487	0.495	0.042	1.17267960254066e-14	5	YBX3	B1
8.03832293679356e-19	0.733053519337488	0.544	0.057	1.21451021252014e-14	5	RBX1	B1
8.08390044395149e-19	0.726698034209498	0.466	0.031	1.22139651807663e-14	5	GPNMB	B1
8.38408773335905e-19	0.568074220753697	0.709	0.12	1.26675181563322e-14	5	SHISA5	B1
8.47534187133697e-19	0.345123333354213	0.573	0.068	1.2805394033403e-14	5	HNRNPA0	B1
8.62516371155019e-19	0.688548459944576	0.524	0.052	1.30317598517812e-14	5	CD9	B1
8.91177225355113e-19	0.453563768822931	0.427	0.021	1.34647966978904e-14	5	SLC35B2	B1
9.09800808516846e-19	0.543728051609604	0.524	0.052	1.3746180415881e-14	5	PRSS23	B1
9.29749411305179e-19	0.862993744647172	0.748	0.135	1.40475838554099e-14	5	MYL12B	B1
9.67528736385686e-19	0.508867056436966	0.495	0.042	1.46183916780513e-14	5	ARF3	B1
9.82459513333218e-19	0.819433660971129	0.612	0.083	1.48439807869516e-14	5	PSMB5	B1
1.11669158572974e-18	0.439314528308812	0.466	0.031	1.68720931687907e-14	5	ZMIZ1	B1
1.13528712394201e-18	0.525175019876576	0.602	0.078	1.71530531556398e-14	5	ALDH18A1	B1
1.13807137081895e-18	0.684839084926874	0.466	0.031	1.71951203417035e-14	5	ANKRD40	B1
1.18353028633437e-18	0.582081182443351	0.495	0.042	1.7881959096226e-14	5	FAM73B	B1
1.1958539516976e-18	0.53178862035911	0.553	0.062	1.80681573561991e-14	5	CSNK2B	B1
1.21108419076735e-18	0.803386419201415	0.786	0.161	1.82982710383039e-14	5	ATP5O	B1
1.24813258282524e-18	0.672076081655202	0.583	0.073	1.88580351939065e-14	5	OLA1	B1
1.26996674256069e-18	0.793266017319407	0.709	0.12	1.91879275133494e-14	5	CANX	B1
1.30956968153699e-18	0.68114542082589	0.447	0.026	1.97862883183424e-14	5	DYNLT1	B1
1.3195626463408e-18	0.675724784915059	0.456	0.031	1.99372720235631e-14	5	CBR1	B1
1.39514947662749e-18	0.407203800989395	0.495	0.042	2.10793134423648e-14	5	GRSF1	B1
1.39814151354129e-18	0.693365727103594	0.388	0.01	2.11245201280953e-14	5	QSER1	B1
1.43736648790206e-18	0.429514628534873	0.748	0.135	2.17171702657123e-14	5	TPM3	B1
1.44360714015437e-18	0.398569594302325	0.505	0.047	2.18114602805924e-14	5	COX11	B1
1.45215363061506e-18	0.554346220981663	0.689	0.115	2.1940589204963e-14	5	SIAH2	B1
1.58748867211145e-18	0.545590069976868	0.369	0.005	2.39853663469319e-14	5	AZIN1	B1
1.61197702227277e-18	0.596800811797719	0.408	0.016	2.43553608295193e-14	5	DYRK2	B1
1.65371216999021e-18	0.479596577879397	0.476	0.036	2.49859371763821e-14	5	C8orf4	B1
1.68484397716595e-18	1.15042308678197	0.845	0.219	2.54563076510004e-14	5	COX6C	B1
1.77396733974763e-18	0.655156697535589	0.583	0.073	2.6802872536247e-14	5	MORF4L1	B1
1.88348686980821e-18	0.371244377400561	0.476	0.036	2.84576031159322e-14	5	SCARB2	B1
1.9029825295419e-18	0.508639219486647	0.563	0.068	2.87521630388485e-14	5	ARSG	B1
1.91128098116955e-18	0.715885810834072	0.485	0.042	2.88775443444908e-14	5	GLUD1	B1
1.96756498748902e-18	0.596590964462035	0.456	0.031	2.97279393959716e-14	5	SYNCRIP	B1
1.99613285167423e-18	0.650751892465302	0.388	0.01	3.01595712559459e-14	5	SDCCAG3	B1
2.01161728890467e-18	0.406907115993761	0.427	0.021	3.03935256180606e-14	5	NRIP1	B1
2.08131071950266e-18	0.639910641382618	0.388	0.01	3.14465236609657e-14	5	DPM1	B1
2.24840123684316e-18	0.369081341810353	0.437	0.026	3.39710942874633e-14	5	TFG	B1
2.31027633716651e-18	0.560302743109697	0.388	0.01	3.49059651782488e-14	5	PRELID3B	B1
2.405789241635e-18	0.5628512810014	0.534	0.057	3.63490696518632e-14	5	SLC2A10	B1
2.4873094701416e-18	0.469670140863283	0.476	0.036	3.75807587843695e-14	5	CCDC12	B1
2.62388461051419e-18	0.421431386856333	0.534	0.057	3.9644272580259e-14	5	TBCB	B1
2.80912179835099e-18	0.643161937025407	0.417	0.021	4.24430212512852e-14	5	WNK1	B1
2.83679754835993e-18	0.690024913804076	0.437	0.026	4.28611741581701e-14	5	SERTAD3	B1
2.96243829160591e-18	0.463875484378517	0.485	0.042	4.47594801478737e-14	5	TIMM17A	B1
3.01405328890006e-18	0.585130693864912	0.534	0.057	4.5539331141991e-14	5	SEC11C	B1
3.40486257415954e-18	0.471190129040261	0.456	0.031	5.14440686329765e-14	5	TYMS	B1
3.40486257415954e-18	0.375651169723735	0.456	0.031	5.14440686329765e-14	5	SUGP2	B1
3.48334360339776e-18	0.447802642675667	0.602	0.083	5.26298385037368e-14	5	FBXO7	B1
3.60582445092118e-18	0.744306818578672	0.398	0.016	5.44804016289681e-14	5	CLK2	B1
3.6432630797054e-18	0.804875623192478	0.621	0.094	5.50460618712688e-14	5	ITGB2	B1
3.75234371520236e-18	0.646362993463511	0.485	0.042	5.66941611929925e-14	5	CARD19	B1
4.03060107708485e-18	0.647898201020882	0.757	0.141	6.08983516736751e-14	5	STOM	B1
4.12588715074717e-18	0.534488596304667	0.592	0.078	6.2338028960639e-14	5	SBNO2	B1
4.15222856648289e-18	0.547136995376398	0.68	0.115	6.273602141099e-14	5	XRCC5	B1
4.25033679449112e-18	0.736404987201149	0.447	0.031	6.42183386279663e-14	5	FCGR3A	B1
4.56920717620455e-18	0.502379404783703	0.641	0.099	6.90361512252746e-14	5	ETNK2	B1
4.57098756923023e-18	0.527950381290911	0.563	0.068	6.90630511834996e-14	5	CALCOCO2	B1
4.59407555687783e-18	0.474194198763198	0.437	0.026	6.94118875888672e-14	5	VIMP	B1
4.64805925774656e-18	0.389876776297366	0.515	0.052	7.02275273252928e-14	5	CDC16	B1
4.6832373022896e-18	0.516055839718123	0.437	0.026	7.07590324002935e-14	5	SUMO3	B1
4.779326610881e-18	0.256381493044191	0.495	0.047	7.2210845763801e-14	5	CPNE1	B1
4.82232578221736e-18	0.653460482575942	0.379	0.01	7.2860520243522e-14	5	PGRMC1	B1
4.89895075540753e-18	0.480373265512982	0.515	0.052	7.40182469634523e-14	5	COPB2	B1
4.95950846680789e-18	0.276582520452126	0.689	0.115	7.49332134250004e-14	5	PIP4K2B	B1
5.03921783679167e-18	0.323919664420286	0.447	0.031	7.61375422960853e-14	5	GNAI3	B1
5.17794634167756e-18	0.510545314735449	0.466	0.036	7.82335912764063e-14	5	PSMA2	B1
5.19910268367998e-18	0.585660937535824	0.485	0.042	7.85532424477209e-14	5	PGD	B1
5.37271211189994e-18	0.430221243876364	0.466	0.036	8.11763072986961e-14	5	NDUFB3	B1
5.39547711894262e-18	0.632348029641523	0.602	0.083	8.15202637901041e-14	5	SRSF2	B1
5.64373507383998e-18	0.772358695127615	0.447	0.031	8.52711932306482e-14	5	CSTF3	B1
5.80219362110179e-18	0.324837716397493	0.602	0.083	8.7665343421227e-14	5	HGS	B1
5.86734063332164e-18	0.473064992430953	0.612	0.089	8.86496496288567e-14	5	ACSF2	B1
5.92756981017899e-18	0.599584368934646	0.476	0.042	8.95596522619943e-14	5	PPP1R18	B1
6.00144626996052e-18	0.529991890164236	0.466	0.036	9.06758516928335e-14	5	ARL6IP1	B1
6.47086013626666e-18	0.488637893588834	0.495	0.047	9.7768225798853e-14	5	COMMD3	B1
6.81865998073091e-18	0.528580854317324	0.592	0.083	1.03023133648863e-13	5	HNRNPD	B1
6.99722654932578e-18	0.630938162607273	0.427	0.026	1.05721095933763e-13	5	LAMTOR5	B1
6.99759094073865e-18	0.611452801036111	0.505	0.052	1.0572660152362e-13	5	PAICS	B1
7.08305904018856e-18	0.489202737135621	0.466	0.036	1.07017939038209e-13	5	MRFAP1L1	B1
7.13342490936042e-18	0.624738339299428	0.427	0.026	1.07778916955527e-13	5	DGKD	B1
7.36295945376565e-18	0.686432680490606	0.66	0.109	1.11246954386945e-13	5	DBI	B1
7.39848237130022e-18	0.336489889620556	0.553	0.068	1.11783670147975e-13	5	CNOT2	B1
7.52454739720379e-18	0.520041234071753	0.563	0.073	1.13688386624352e-13	5	NECAP2	B1
7.74071295604523e-18	1.05975100442564	0.786	0.193	1.16954432052887e-13	5	PREX1	B1
7.8546619335107e-18	0.407393852340297	0.427	0.026	1.18676087153413e-13	5	C5orf15	B1
7.94695278404014e-18	0.380296047563677	0.612	0.089	1.20070509614062e-13	5	LIG3	B1
8.33174148971109e-18	0.601309899402057	0.524	0.057	1.25884282168045e-13	5	TM9SF2	B1
8.36569956915362e-18	0.531945054272149	0.476	0.042	1.26397354790342e-13	5	MED13	B1
